Time End;Sexo;País;En caso de ser Español, ¿cuál  es su provincia de procedencia?;Con quién viaja (sólo una opción);Duración de la estancia en Madrid;Con quién viaja (sólo una opción) - Observaciones;Número de informadores turísticos que están atendiendo;¿Ha buscado información sobre la ciudad de Madrid antes de venir? ¿A través de qué medio? - Observaciones;Oferta de idiomas;Satisfacción con la infromación facilitada sobre Visitas Guiadas;Observaciones;¿Cómo ha localizado los SAIT?;¿Cuál es el motivo de su visita a la Ciudad de Madrid? - Observaciones;Trato y amabilidad;Conocimiento del idioma utilizado por parte del personal;Satisfacción con la información facilitada;Utilidad de la información facilitada;Tiempo de espera para ser atendido;Orden y limpieza;Localización de las instalaciones;¿Cuál es su nivel global de satisfacción con el Servicio de Atención e Información Turística?;Horario de atención al público;¿Volvería a utilizar este servicio?;Mobiliario (sólo Centros de Turismo);Iluminación (sólo Centros de Turismo);Contenido de los folletos;¿ En qué medio de transporte ha llegado a Madrid? - Observaciones;Plano de la ciudad;¿Ha buscado información sobre la ciudad de Madrid antes de venir? ¿A través de qué medio?;Ruido ambiental;Disponibilidad de folletos en el idioma del usuario;Edad;¿Cómo ha localizado los SAIT? - Observaciones;¿Cuál es el motivo de su visita a la Ciudad de Madrid?;Claridad del lenguaje utilizado;Adecuación de los folletos a la información solicitada;Distribución del espacio (sólo Centros de Turismo;Satisfacción con el Horario de atención al público;¿Qué instalaciones del Servicio de Atención e Información Turística ha visitado? (Seleccione todas las opciones que correspondan);¿ En qué medio de transporte ha llegado a Madrid?;Aspecto del personal de atención (vestimenta, aseo, identificación);Señalización informativa
24/09/2024;Mujer;España;Madrid;Residente;Residente;;2;;10;10;;Los había visto anteriormente;;10;10;10;10;2;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;+65;;Ocio, recreo y vacaciones;10;10;10;10;Centro de Turismo de la Plaza Mayor;Residente;10;10
24/09/2024;Mujer;España;Sevilla;En pareja;2 noches;;10;redes sociales;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Internet/web (Indicar páginas);10;10;25-44;;Ocio, recreo y vacaciones;10;10;10;10;Centro de Turismo de la Plaza Mayor;Autobús;10;10
24/09/2024;Hombre;España;Madrid;En pareja;2 noches;;10;oficial;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;9;9;10;10;Sí;7;9;10;;10;Internet/web (Indicar páginas);9;10;45-64;;Ocio, recreo y vacaciones;10;10;8;9;PIT Palacio Real;Tren;10;9
24/09/2024;Mujer;Ecuador;;En pareja;3 noches;;10;redes sociales;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;9;10;Sí;10;10;10;;9;Otros (Indicar);6;10;45-64;;Ocio, recreo y vacaciones;10;10;6;10;Centro de Turismo de la Plaza Mayor;Avión;10;3
24/09/2024;Hombre;España;Madrid;Residente;Residente;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;NS/NC;25-44;;Residente;10;NS/NC;10;10;PIT Palacio Real;Residente;10;10
24/09/2024;Hombre;Suráfrica;;En pareja;3 noches;;6;;9;9;;Los había visto anteriormente;;9;9;9;9;6;6;6;8;6;Sí;6;6;6;;6;No ha buscado información;6;6;45-64;;Ocio, recreo y vacaciones;9;6;6;6;PIT Cuesta de Moyano;Avión;9;6
24/09/2024;Mujer;España;Cantabria;En familia;3 noches;;6;;9;9;;Los había visto anteriormente;;9;9;9;9;6;6;6;8;6;Sí;6;6;6;;6;No ha buscado información;6;6;45-64;;Ocio, recreo y vacaciones;9;6;6;6;PIT Cuesta de Moyano;Coche particular;9;6
24/09/2024;Hombre;España;Madrid;Sólo;Residente;;7;;8;9;;Los había visto anteriormente;;9;9;9;9;7;7;7;8;7;Sí;7;7;6;;7;No ha buscado información;7;6;+65;;Residente;9;6;7;7;PIT Cuesta de Moyano;Residente;9;7
24/09/2024;Mujer;Estados Unidos;;En pareja;3 noches;;9;;9;NS/NC;;Los había visto anteriormente;;9;9;9;9;9;9;9;9;10;Sí;8;8;9;;9;Guías turísticas publicadas sobre la ciudad;8;9;+65;;Cultura;9;9;8;NS/NC;PIT Palacio Real;Avión;9;8
24/09/2024;Mujer;España;Gerona;En familia;3 noches;;10;booking, redes sociales;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;9;10;10;10;Sí;NS/NC;NS/NC;10;;10;Internet/web (Indicar páginas);8;10;25-44;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT de Estadio Santiago Bernabéu;Coche particular;10;10
24/09/2024;Mujer;España;Barcelona;En familia;3 noches;;4;madrid.org, esmadrid.com;10;NS/NC;;Tenía información previa de su ubicación;;10;10;10;10;4;10;10;9;10;Sí;10;10;10;;10;Guías turísticas publicadas sobre la ciudad;10;10;25-44;ya he estado antes;Familia;10;10;10;10;Centro de Turismo de la Plaza Mayor;Tren;10;7
24/09/2024;Mujer;España;Madrid;Residente;Residente;;9;;9;NS/NC;;Los había visto anteriormente;;9;9;9;9;9;9;9;9;9;Sí;NS/NC;NS/NC;9;;NS/NC;No ha buscado información;7;9;45-64;;Residente;9;9;NS/NC;9;PIT de Estadio Santiago Bernabéu;Residente;9;9
24/09/2024;Hombre;Argentina;;En pareja;De 4 a 7 noches;;10;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;9;9;8;Sí;NS/NC;10;8;;6;Guías turísticas publicadas sobre la ciudad;7;10;45-64;;Ocio, recreo y vacaciones;10;9;9;8;PIT del Paseo del Prado;Avión;10;10
24/09/2024;Mujer;España;Madrid;Con amigos;Residente;;5;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;9;Sí;10;10;6;;9;No ha buscado información;8;10;45-64;;Ocio, recreo y vacaciones;9;8;10;10;PIT de CentroCentro;Residente;10;10
24/09/2024;Hombre;España;Madrid;Residente;Residente;;2;;8;NS/NC;;Los había visto anteriormente;;8;8;8;8;9;8;9;8;8;Sí;NS/NC;NS/NC;6;;6;No ha buscado información;8;4;45-64;;Residente;8;6;NS/NC;8;PIT Palacio Real;Residente;8;8
24/09/2024;Hombre;España;Sevilla;En familia;2 noches;;2;;9;NS/NC;;Los había visto anteriormente;;9;9;9;9;9;9;9;8;8;Sí;NS/NC;8;5;;6;No ha buscado información;8;4;25-44;;Ocio, recreo y vacaciones;9;4;NS/NC;8;PIT Palacio Real;Tren;9;8
24/09/2024;Mujer;Italia;;En pareja;3 noches;;2;google;7;NS/NC;;Los ha encontrado en su recorrido;;9;9;9;9;8;8;8;8;9;Sí;NS/NC;NS/NC;5;;7;Internet/web (Indicar páginas);8;3;25-44;;Ocio, recreo y vacaciones;9;5;NS/NC;8;PIT Palacio Real;Avión;9;8
24/09/2024;Hombre;España;Vizcaya;En pareja;De 4 a 7 noches;;9;esmadrid.com;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;9;Sí;9;10;9;;10;Guías turísticas publicadas sobre la ciudad;9;10;45-64;;Ocio, recreo y vacaciones;10;10;9;10;PIT del Paseo del Prado;Tren;10;9
24/09/2024;Mujer;España;Madrid;Residente;Residente;;10;;10;NS/NC;;Los había visto anteriormente;;10;10;10;10;10;6;8;8;9;Sí;7;9;9;;8;No ha buscado información;6;10;45-64;;Residente;10;9;6;8;PIT del Paseo del Prado;Residente;10;9
24/09/2024;Mujer;España;Lérida;Con amigos;2 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;8;10;9;10;Sí;10;10;10;;10;No ha buscado información;8;10;25-44;;Ocio, recreo y vacaciones;10;10;10;10;PIT del Paseo del Prado;Tren;10;10
24/09/2024;Hombre;Italia;;En pareja;2 noches;;10;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;9;10;Sí;10;10;10;;10;No ha buscado información;10;1;25-44;;Ocio, recreo y vacaciones;10;10;10;10;PIT del Paseo del Prado;Avión;10;10
24/09/2024;Mujer;España;Madrid;Residente;Residente;;5;;10;NS/NC;;Los había visto anteriormente;;10;10;10;10;5;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;+65;;Residente;10;10;10;10;Centro de Turismo de la Plaza Mayor;Residente;10;10
24/09/2024;Mujer;Serbia;;En pareja;3 noches;;1;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;3;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;3;6;25-44;;Ocio, recreo y vacaciones;10;10;10;10;PIT de Callao;Avión;10;10
24/09/2024;Mujer;España;Zamora;Grupo Organizado;De 4 a 7 noches;;5;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;5;10;10;9;10;Sí;10;10;10;;10;No ha buscado información;8;10;45-64;;Congresos, convenciones e incentivos;10;10;10;10;PIT de Callao;Avión;10;10
24/09/2024;Hombre;España;Madrid;Sólo;Residente;;8;;NS/NC;NS/NC;;Los había visto anteriormente;;10;10;10;9;8;9;9;9;9;Sí;9;9;10;;9;No ha buscado información;8;10;+65;;Residente;10;10;9;9;Centro de Turismo de la Plaza Mayor;Residente;9;8
24/09/2024;Mujer;España;Madrid;Con amigos;Residente;;4;;10;10;;Los había visto anteriormente;;10;10;10;10;3;10;10;8;10;Sí;10;10;10;;NS/NC;No ha buscado información;7;10;+65;;Residente;10;10;10;10;PIT de Callao;Residente;10;10
24/09/2024;Hombre;Reino Unido;;En pareja;De 4 a 7 noches;;8;;NS/NC;NS/NC;;Los ha encontrado en su recorrido;;10;9;9;9;8;9;9;9;10;Sí;9;9;9;;8;No ha buscado información;8;9;45-64;;Ocio, recreo y vacaciones;9;9;9;10;Centro de Turismo de la Plaza Mayor;Avión;9;9
24/09/2024;Mujer;España;Barcelona;Con amigos;2 noches;;9;;NS/NC;NS/NC;;Los ha encontrado en su recorrido;;9;10;9;9;9;9;8;9;9;Sí;9;9;9;;9;No ha buscado información;8;10;15-24;;Ocio, recreo y vacaciones;10;9;9;9;Centro de Turismo de la Plaza Mayor;Tren;9;8
24/09/2024;Mujer;Argentina;;En pareja;3 noches;;10;redes sociales;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;9;;10;Otros (Indicar);10;10;45-64;;Ocio, recreo y vacaciones;10;9;10;10;PIT de CentroCentro;Avión;10;10
24/09/2024;Mujer;España;Sevilla;En pareja;2 noches;;10;redes sociales;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;9;10;10;;10;Otros (Indicar);10;10;45-64;;Ocio, recreo y vacaciones;10;10;10;10;PIT de CentroCentro;Tren;10;10
24/09/2024;Hombre;España;Madrid;Residente;Residente;;10;redes sociales;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Otros (Indicar);10;10;45-64;;Residente;10;10;10;10;PIT de CentroCentro;Residente;10;10
25/09/2024;Mujer;España;Madrid;En pareja;Residente;;9;;9;9;;Los había visto anteriormente;;9;9;9;9;9;8;9;9;9;Sí;8;8;9;;9;No ha buscado información;7;9;45-64;;Residente;9;9;8;8;PIT Palacio Real;Residente;9;8
25/09/2024;Mujer;Estados Unidos;;Sólo;3 noches;;8;;8;3;;Los había visto anteriormente;;8;5;5;4;8;9;6;8;7;Sí;7;7;6;;7;No ha buscado información;10;6;25-44;;Ocio, recreo y vacaciones;7;8;9;9;Centro de Turismo de la Plaza Mayor;Avión;5;8
25/09/2024;Mujer;Reino Unido;;Sólo;2 noches;;6;www.esmadrid.es;8;7;;Los había visto anteriormente;folklore;8;6;6;8;6;10;4;7;8;No;6;6;5;;7;Teléfono;9;6;25-44;;Otros (Indicar cuál);5;6;8;7;PIT de Recoletos-Colón;Autobús;6;7
25/09/2024;Hombre;Estados Unidos;;En familia;De 4 a 7 noches;;10;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;9;9;9;9;10;Sí;9;9;9;;9;Guías turísticas publicadas sobre la ciudad;9;9;25-44;;Ocio, recreo y vacaciones;10;10;9;9;PIT del Paseo del Prado;Avión;10;9
25/09/2024;Hombre;Bélgica;;En pareja;De 4 a 7 noches;;9;;10;NS/NC;;Los ha encontrado en su recorrido;;10;8;10;10;10;5;8;8;9;Sí;5;5;NS/NC;;10;Guías turísticas publicadas sobre la ciudad;5;5;+65;;Ocio, recreo y vacaciones;9;6;5;9;Centro de Turismo de la Plaza Mayor;Avión;10;7
25/09/2024;Mujer;España;Barcelona;En pareja;3 noches;;9;;9;9;;Los había visto anteriormente;;9;9;9;9;9;8;9;9;9;Sí;8;8;9;;9;No ha buscado información;8;9;25-44;;Ocio, recreo y vacaciones;9;9;8;8;PIT del Paseo del Prado;Tren;9;8
25/09/2024;Hombre;Bélgica;;Con amigos;De 4 a 7 noches;;10;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;9;9;9;10;Sí;9;9;10;;10;Guías turísticas publicadas sobre la ciudad;7;10;+65;;Cultura;10;10;10;10;PIT Palacio Real;Avión;10;10
25/09/2024;Mujer;España;Madrid;En pareja;Residente;;8;;10;8;;Los ha encontrado en su recorrido;;10;10;10;10;10;9;10;8;10;Sí;4;3;7;;10;No ha buscado información;7;2;45-64;;Residente;10;7;3;10;Centro de Turismo de la Plaza Mayor;Residente;10;3
25/09/2024;Hombre;España;Sevilla;En pareja;3 noches;;7;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;9;10;7;10;Sí;4;4;7;;10;Guías turísticas publicadas sobre la ciudad;3;3;45-64;;Ocio, recreo y vacaciones;10;7;7;9;Centro de Turismo de la Plaza Mayor;Tren;10;7
25/09/2024;Mujer;España;Melilla;Sólo;De 1 a 2 semanas;;8;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;8;5;10;7;10;Sí;5;5;10;;10;Guías turísticas publicadas sobre la ciudad;5;6;25-44;;Negocios;10;10;5;10;Centro de Turismo de la Plaza Mayor;Avión;10;5
25/09/2024;Mujer;México;;En pareja;2 noches;;6;blogs turismo;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;5;10;10;9;7;Sí;NS/NC;NS/NC;10;;10;Internet/web (Indicar páginas);7;10;25-44;;Ocio, recreo y vacaciones;10;10;NS/NC;7;PIT de Atocha;Avión;10;8
25/09/2024;Hombre;Nigeria;;Sólo;De 3 meses a 1 año;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;NS/NC;NS/NC;10;;10;Guías turísticas publicadas sobre la ciudad;10;10;25-44;;Negocios;10;10;NS/NC;10;PIT Cuesta de Moyano;Avión;10;NS/NC
25/09/2024;Hombre;Argentina;;En pareja;De 4 a 7 noches;;10;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;NS/NC;NS/NC;10;;10;Guías turísticas publicadas sobre la ciudad;8;10;45-64;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT Palacio Real;Avión;10;10
25/09/2024;Mujer;España;Madrid;Residente;Residente;;5;;10;10;;Los había visto anteriormente;;10;10;10;10;6;10;10;7;2;Sí;NS/NC;NS/NC;6;;7;No ha buscado información;6;10;+65;;Residente;10;9;NS/NC;2;PIT Cuesta de Moyano;Residente;10;10
25/09/2024;Hombre;España;Pontevedra;Sólo;3 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;NS/NC;10;45-64;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT Cuesta de Moyano;Tren;10;10
25/09/2024;Mujer;España;Madrid;Residente;Residente;;10;;10;NS/NC;;Los había visto anteriormente;;9;10;10;10;10;1;9;NS/NC;10;Sí;7;6;NS/NC;;NS/NC;No ha buscado información;7;NS/NC;45-64;;Residente;10;10;6;9;Centro de Turismo de la Plaza Mayor;Residente;10;7
25/09/2024;Mujer;España;Madrid;Sólo;Residente;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;NS/NC;NS/NC;10;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;NS/NC;10;45-64;;Residente;10;10;NS/NC;10;PIT Cuesta de Moyano;Residente;10;NS/NC
25/09/2024;Mujer;Reino Unido;;En pareja;2 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;25-44;;Ocio, recreo y vacaciones;10;10;10;10;PIT del Paseo del Prado;Avión;10;10
25/09/2024;Mujer;España;Barcelona;En pareja;3 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;25-44;;Ocio, recreo y vacaciones;10;10;10;10;PIT del Paseo del Prado;Tren;10;10
25/09/2024;Mujer;México;;En pareja;3 noches;;10;google;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;NS/NC;10;10;Sí;NS/NC;10;10;;10;Internet/web (Indicar páginas);10;10;45-64;;Ocio, recreo y vacaciones;10;10;10;10;PIT de CentroCentro;Avión;10;10
25/09/2024;Mujer;España;Madrid;Residente;Residente;;9;;NS/NC;NS/NC;;Los ha encontrado en su recorrido;;9;9;9;9;9;8;8;8;9;Sí;NS/NC;NS/NC;9;;NS/NC;No ha buscado información;3;9;+65;;Residente;9;9;NS/NC;9;PIT de CentroCentro;Residente;9;5
25/09/2024;Mujer;España;Tarragona;Con amigos;2 noches;;5;"RRSS, blogs viajes ""madrid en 3 días""";8;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;5;9;10;8;6;Sí;NS/NC;NS/NC;10;;10;Guías turísticas publicadas sobre la ciudad;5;NS/NC;45-64;;Ocio, recreo y vacaciones;10;10;NS/NC;6;PIT de Atocha;Tren;NS/NC;10
25/09/2024;Mujer;Venezuela;;En pareja;De 4 a 7 noches;;10;google;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;NS/NC;10;10;Sí;NS/NC;10;10;;10;Internet/web (Indicar páginas);7;10;25-44;;Ocio, recreo y vacaciones;10;10;10;10;Punto de Información Turística (PIT) de Cibeles;Avión;10;8
25/09/2024;Hombre;España;Cantabria;En pareja;3 noches;;10;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;9;8;8;8;Sí;10;9;10;;10;Guías turísticas publicadas sobre la ciudad;8;10;25-44;;Ocio, recreo y vacaciones;10;8;7;9;PIT Palacio Real;Tren;10;8
25/09/2024;Hombre;España;Zaragoza;En pareja;2 noches;;10;google;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;7;10;10;8;10;Sí;NS/NC;NS/NC;NS/NC;;10;Internet/web (Indicar páginas);10;10;25-44;;Cultura;10;NS/NC;NS/NC;10;PIT Palacio Real;Coche particular;10;10
25/09/2024;Mujer;España;Madrid;Residente;Residente;;8;;NS/NC;7;;Los había visto anteriormente;;10;10;10;10;9;9;10;10;9;Sí;9;8;9;;10;No ha buscado información;7;10;45-64;;Residente;10;8;9;9;PIT Palacio Real;Residente;10;7
25/09/2024;Mujer;España;Madrid;Sólo;Residente;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;45-64;;Residente;10;10;10;10;PIT del Paseo del Prado;Residente;10;10
25/09/2024;Mujer;España;Madrid;Residente;Residente;;10;;10;NS/NC;;Los había visto anteriormente;;10;10;8;10;10;NS/NC;7;NS/NC;10;Sí;7;10;9;;NS/NC;No ha buscado información;NS/NC;10;45-64;;Cultura;10;9;10;10;Punto de Información Turística (PIT) de Cibeles;Residente;10;10
25/09/2024;Mujer;España;Madrid;Residente;Residente;;10;;10;NS/NC;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;NS/NC;NS/NC;10;;NS/NC;No ha buscado información;10;10;+65;;Residente;10;10;NS/NC;10;PIT Palacio Real;Residente;10;10
25/09/2024;Mujer;España;Madrid;Residente;Residente;;1;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;8;10;5;10;10;Sí;NS/NC;NS/NC;10;;NS/NC;No ha buscado información;1;10;15-24;;Estudios;10;10;NS/NC;10;PIT de Callao;Residente;10;5
25/09/2024;Hombre;España;Madrid;Residente;Residente;;5;;8;NS/NC;;Los había visto anteriormente;;10;10;10;10;5;9;10;8;10;Sí;9;9;9;;NS/NC;No ha buscado información;8;7;45-64;;Residente;10;8;10;10;PIT de CentroCentro;Residente;10;9
25/09/2024;Hombre;España;Santa Cruz de Tenerife;En pareja;1 noche;;8;;8;10;;Los ha encontrado en su recorrido;;10;10;10;10;8;9;10;9;10;Sí;9;9;NS/NC;;NS/NC;No ha buscado información;9;6;25-44;;Tránsito;10;NS/NC;9;10;PIT del Aeropuerto T-2;Avión;10;9
25/09/2024;Hombre;Brasil;;En pareja;De 4 a 7 noches;;8;;7;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;8;10;10;8;10;Sí;9;10;8;;9;No ha buscado información;9;1;25-44;;Ocio, recreo y vacaciones;10;7;10;10;PIT del Aeropuerto T-2;Avión;10;10
25/09/2024;Mujer;Francia;;En pareja;3 noches;;9;;9;NS/NC;;Los había visto anteriormente;;10;10;10;10;9;9;9;9;9;Sí;9;9;9;;9;Guías turísticas publicadas sobre la ciudad;9;9;+65;;Cultura;10;9;9;9;PIT Palacio Real;Avión;10;9
25/09/2024;Mujer;Argentina;;En pareja;De 4 a 7 noches;;9;;9;NS/NC;;Los ha encontrado en su recorrido;;9;9;9;9;9;9;9;9;9;Sí;NS/NC;NS/NC;9;;9;No ha buscado información;9;9;25-44;;Familia;9;9;NS/NC;9;PIT de Estadio Santiago Bernabéu;Avión;9;9
25/09/2024;Mujer;Italia;;En familia;3 noches;;8;;NS/NC;NS/NC;;Los ha encontrado en su recorrido;;9;9;9;9;8;9;8;9;9;Sí;8;8;8;;8;No ha buscado información;8;7;45-64;;Ocio, recreo y vacaciones;9;8;8;9;Centro de Turismo de la Plaza Mayor;Avión;9;8
25/09/2024;Hombre;España;Madrid;En pareja;Residente;;9;;NS/NC;NS/NC;;Los había visto anteriormente;;10;10;10;10;9;9;9;9;10;Sí;8;9;10;;9;No ha buscado información;8;10;45-64;;Residente;10;10;9;10;Centro de Turismo de la Plaza Mayor;Residente;10;8
25/09/2024;Mujer;España;Valencia;Sólo;2 noches;;10;familiares;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Otros (Indicar);10;10;+65;;Cultura;10;10;10;10;PIT Palacio Real;Tren;10;10
25/09/2024;Mujer;Estados Unidos;;En pareja;3 noches;;5;madrid.org, esmadrid.com;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;5;2;10;9;10;Sí;3;2;10;;10;Internet/web (Indicar páginas);2;5;+65;;Gastronomía;10;10;3;10;Centro de Turismo de la Plaza Mayor;Avión;10;9
25/09/2024;Mujer;España;Cantabria;En pareja;De 4 a 7 noches;;8;;NS/NC;NS/NC;;Los había visto anteriormente;;10;10;10;10;8;9;9;9;10;Sí;9;9;10;;9;No ha buscado información;8;10;45-64;;Ocio, recreo y vacaciones;10;10;9;10;Centro de Turismo de la Plaza Mayor;Coche particular;10;8
25/09/2024;Mujer;España;Cantabria;En familia;3 noches;;10;;NS/NC;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;7;10;45-64;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT de Estadio Santiago Bernabéu;Coche particular;10;10
25/09/2024;Mujer;España;Madrid;Residente;Residente;;9;;10;NS/NC;;Los había visto anteriormente;;10;10;10;10;9;10;10;10;9;Sí;10;9;10;;10;No ha buscado información;8;10;45-64;;Residente;10;10;8;9;PIT Palacio Real;Residente;10;9
25/09/2024;Mujer;España;Barcelona;En pareja;2 noches;;2;;10;NS/NC;;Los había visto anteriormente;;10;10;10;10;2;4;10;9;10;Sí;8;2;10;;NS/NC;Guías turísticas publicadas sobre la ciudad;1;3;+65;;Ocio, recreo y vacaciones;10;10;8;10;Centro de Turismo de la Plaza Mayor;Tren;10;8
25/09/2024;Mujer;España;Madrid;Residente;Residente;;10;;10;NS/NC;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;+65;;Residente;10;10;10;10;Centro de Turismo de la Plaza Mayor;Residente;10;10
25/09/2024;Hombre;España;Madrid;Residente;Residente;;2;;7;NS/NC;;Los había visto anteriormente;;8;8;8;8;7;8;7;7;8;Sí;NS/NC;NS/NC;5;;6;No ha buscado información;7;8;45-64;;Residente;8;4;NS/NC;8;PIT Palacio Real;Residente;8;7
25/09/2024;Mujer;España;Málaga;Con amigos;2 noches;;2;;9;NS/NC;;Los había visto anteriormente;;9;9;9;8;8;9;8;8;8;Sí;NS/NC;NS/NC;6;;8;No ha buscado información;8;7;45-64;;Ocio, recreo y vacaciones;9;6;NS/NC;9;PIT Palacio Real;Tren;9;8
25/09/2024;Mujer;Brasil;;En pareja;3 noches;;2;google;9;NS/NC;;Los ha encontrado en su recorrido;;9;9;9;9;8;8;8;8;8;Sí;NS/NC;NS/NC;6;;8;Internet/web (Indicar páginas);6;2;25-44;;Ocio, recreo y vacaciones;9;7;NS/NC;8;PIT Palacio Real;Avión;9;8
25/09/2024;Mujer;España;Madrid;Residente;Residente;;10;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;8;8;8;10;Sí;5;7;10;;10;No ha buscado información;3;10;25-44;;Residente;10;10;5;10;PIT del Paseo del Prado;Residente;10;7
25/09/2024;Hombre;España;Barcelona;En pareja;2 noches;;10;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;5;10;9;10;Sí;8;9;10;;10;No ha buscado información;2;10;25-44;;Ocio, recreo y vacaciones;10;10;7;10;PIT del Paseo del Prado;Tren;10;10
25/09/2024;Hombre;Argentina;;En pareja;3 noches;;10;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;9;10;Sí;10;10;10;;10;No ha buscado información;3;10;45-64;;Ocio, recreo y vacaciones;10;10;10;10;PIT del Paseo del Prado;Avión;10;10
25/09/2024;Hombre;España;Madrid;Sólo;Residente;;10;;10;NS/NC;;Los había visto anteriormente;;9;10;10;9;10;9;10;10;8;Sí;10;9;10;;NS/NC;No ha buscado información;4;10;+65;;Residente;10;10;10;8;PIT Cuesta de Moyano;Residente;10;10
25/09/2024;Hombre;España;Sevilla;Sólo;1 noche;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;9;10;10;10;10;10;10;Sí;10;10;NS/NC;;NS/NC;No ha buscado información;10;NS/NC;45-64;;Tránsito;10;NS/NC;10;10;PIT del Paseo del Prado;Coche particular;10;10
25/09/2024;Hombre;Países Bajos;;Sólo;2 noches;;8;;8;NS/NC;;Los ha encontrado en su recorrido;;10;10;9;10;8;9;10;9;10;Sí;7;9;8;;8;Teléfono;8;2;45-64;;Ocio, recreo y vacaciones;10;9;8;10;PIT del Aeropuerto T-2;Avión;10;7
25/09/2024;Mujer;Guatemala;;Con amigos;De 2 semanas a 1 mes;;10;redes sociales;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;9;;9;Otros (Indicar);10;10;25-44;;Ocio, recreo y vacaciones;10;10;10;10;PIT de CentroCentro;Avión;10;10
25/09/2024;Hombre;España;La Coruña;En pareja;2 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;9;;10;Guías turísticas publicadas sobre la ciudad;10;10;45-64;;Ocio, recreo y vacaciones;10;10;10;10;PIT de CentroCentro;Tren;10;9
