Time End;Sexo;País;En caso de ser Español, ¿cuál  es su provincia de procedencia?;Con quién viaja (sólo una opción);Duración de la estancia en Madrid;Con quién viaja (sólo una opción) - Observaciones;Número de informadores turísticos que están atendiendo;¿Ha buscado información sobre la ciudad de Madrid antes de venir? ¿A través de qué medio? - Observaciones;Oferta de idiomas;Satisfacción con la infromación facilitada sobre Visitas Guiadas;Observaciones;¿Cómo ha localizado los SAIT?;¿Cuál es el motivo de su visita a la Ciudad de Madrid? - Observaciones;Trato y amabilidad;Conocimiento del idioma utilizado por parte del personal;Satisfacción con la información facilitada;Utilidad de la información facilitada;Tiempo de espera para ser atendido;Orden y limpieza;Localización de las instalaciones;¿Cuál es su nivel global de satisfacción con el Servicio de Atención e Información Turística?;Horario de atención al público;¿Volvería a utilizar este servicio?;Mobiliario (sólo Centros de Turismo);Iluminación (sólo Centros de Turismo);Contenido de los folletos;¿ En qué medio de transporte ha llegado a Madrid? - Observaciones;Plano de la ciudad;¿Ha buscado información sobre la ciudad de Madrid antes de venir? ¿A través de qué medio?;Ruido ambiental;Disponibilidad de folletos en el idioma del usuario;Edad;¿Cómo ha localizado los SAIT? - Observaciones;¿Cuál es el motivo de su visita a la Ciudad de Madrid?;Claridad del lenguaje utilizado;Adecuación de los folletos a la información solicitada;Distribución del espacio (sólo Centros de Turismo;Satisfacción con el Horario de atención al público;¿Qué instalaciones del Servicio de Atención e Información Turística ha visitado? (Seleccione todas las opciones que correspondan);¿ En qué medio de transporte ha llegado a Madrid?;Aspecto del personal de atención (vestimenta, aseo, identificación);Señalización informativa
19/06/2024;Mujer;España;Valencia;En pareja;3 noches;;8;;8;NS/NC;;Los ha encontrado en su recorrido;;9;9;9;9;7;9;9;9;8;Sí;9;9;9;;9;No ha buscado información;9;9;45-64;;Ocio, recreo y vacaciones;9;9;9;9;Centro de Turismo de la Plaza Mayor;Tren;9;9
19/06/2024;Hombre;España;Madrid;Sólo;Residente;;7;;7;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;NS/NC;No ha buscado información;10;10;15-24;;Cultura;10;10;10;10;PIT Palacio Real;Residente;10;7
19/06/2024;Mujer;España;Madrid;Residente;Residente;;7;;NS/NC;NS/NC;;Los había visto anteriormente;;8;NS/NC;10;10;7;10;10;7;7;Sí;NS/NC;NS/NC;7;;10;No ha buscado información;8;NS/NC;25-44;;Residente;10;7;NS/NC;10;PIT de Callao;Residente;NS/NC;10
19/06/2024;Mujer;España;Madrid;Sólo;Residente;;8;;8;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;9;10;Sí;8;10;10;;NS/NC;No ha buscado información;10;10;25-44;;Cultura;10;10;10;10;PIT Palacio Real;Residente;10;6
19/06/2024;Hombre;España;Álava;En pareja;2 noches;;9;amigos;9;9;;Los ha encontrado en su recorrido;Rey León;10;10;10;9;9;7;7;9;9;Sí;8;8;9;;9;Otros (Indicar);5;9;45-64;;Ver un espectáculo en particular (Indicar cuál);10;9;9;9;PIT del Paseo del Prado;Coche particular;9;9
19/06/2024;Hombre;España;Madrid;Residente;Residente;;10;;9;NS/NC;;Los ha encontrado en su recorrido;;10;9;9;9;9;10;10;8;10;Sí;NS/NC;NS/NC;9;;8;No ha buscado información;10;10;25-44;;Residente;9;9;NS/NC;10;PIT de Callao;Residente;10;10
19/06/2024;Mujer;Estados Unidos;;En pareja;De 1 a 3 meses;;10;Amigos;10;NS/NC;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;NS/NC;NS/NC;10;;10;Otros (Indicar);4;10;45-64;;Cultura;10;10;NS/NC;10;PIT Palacio Real;Avión;NS/NC;9
19/06/2024;Mujer;Argentina;;En familia;De 1 a 2 semanas;;8;;10;8;;Los había visto anteriormente;;10;10;10;10;8;NS/NC;10;9;10;Sí;NS/NC;NS/NC;10;;10;Guías turísticas publicadas sobre la ciudad;5;10;+65;;Cultura;10;10;NS/NC;10;PIT de Callao;Avión;NS/NC;10
19/06/2024;Mujer;España;Burgos;En familia;3 noches;;8;;10;NS/NC;;Los había visto anteriormente;Musical Tina Turner;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;+65;;Ver un espectáculo en particular (Indicar cuál);10;10;10;10;Centro de Turismo de la Plaza Mayor;Autobús;10;9
19/06/2024;Mujer;Estados Unidos;;En pareja;De 2 semanas a 1 mes;;10;tripadvisor;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;9;9;10;10;Sí;9;9;10;;10;Internet/web (Indicar páginas);9;10;45-64;;Ocio, recreo y vacaciones;10;10;9;9;PIT de CentroCentro;Avión;10;9
19/06/2024;Mujer;España;Madrid;Residente;Residente;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;45-64;;Residente;10;10;10;10;PIT de CentroCentro;Residente;10;10
19/06/2024;Hombre;España;Madrid;Residente;Residente;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;3;10;45-64;;Ocio, recreo y vacaciones;10;10;10;10;PIT del Paseo del Prado;Residente;10;10
19/06/2024;Mujer;España;Madrid;Residente;Residente;;10;;10;NS/NC;;Los había visto anteriormente;;10;NS/NC;10;10;10;9;10;8;10;Sí;NS/NC;NS/NC;5;;10;No ha buscado información;2;7;25-44;;Residente;10;1;NS/NC;10;PIT Cuesta de Moyano;Residente;NS/NC;10
19/06/2024;Mujer;España;Madrid;Residente;Residente;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;NS/NC;10;Sí;10;10;10;;10;No ha buscado información;10;10;+65;;Residente;10;10;10;10;Centro de Turismo de la Plaza Mayor;Residente;10;10
19/06/2024;Hombre;España;Madrid;Residente;Residente;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;45-64;;Residente;10;10;10;10;Centro de Turismo de la Plaza Mayor;Residente;10;10
19/06/2024;Hombre;España;Barcelona;Con amigos;3 noches;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Teléfono;10;10;25-44;;Familia;10;10;10;10;Centro de Turismo de la Plaza Mayor;Tren;10;10
19/06/2024;Hombre;España;Murcia;En pareja;3 noches;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Guías turísticas publicadas sobre la ciudad;10;10;25-44;;Ocio, recreo y vacaciones;10;10;10;10;Centro de Turismo de la Plaza Mayor;Autobús;10;10
19/06/2024;Mujer;Italia;;En familia;3 noches;;8;google;9;NS/NC;;Los ha encontrado en su recorrido;;10;9;10;10;9;6;10;9;10;Sí;5;10;NS/NC;;10;Internet/web (Indicar páginas);8;1;25-44;;Ocio, recreo y vacaciones;9;NS/NC;6;10;PIT del Aeropuerto T-4;Avión;10;10
19/06/2024;Hombre;Argentina;;En familia;De 4 a 7 noches;;8;google;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;8;8;10;9;10;Sí;5;10;9;;9;Internet/web (Indicar páginas);9;7;25-44;;Ocio, recreo y vacaciones;10;9;7;10;PIT del Aeropuerto T-4;Avión;10;10
19/06/2024;Hombre;España;Madrid;Residente;Residente;;10;;9;NS/NC;;Los había visto anteriormente;;10;10;10;10;10;8;9;9;10;Sí;4;9;NS/NC;;NS/NC;No ha buscado información;9;7;45-64;;Residente;10;NS/NC;8;10;PIT de CentroCentro;Residente;10;10
19/06/2024;Mujer;Uruguay;;En pareja;3 noches;;10;;10;9;;Los ha encontrado en su recorrido;;9;9;9;9;10;10;10;9;10;Sí;10;10;10;;10;No ha buscado información;10;9;45-64;;Ocio, recreo y vacaciones;9;10;10;10;PIT de CentroCentro;Coche particular;9;10
19/06/2024;Mujer;España;Toledo;En familia;Excursionista;;5;;NS/NC;NS/NC;;Los había visto anteriormente;;10;10;10;10;6;9;10;9;6;Sí;8;10;NS/NC;;10;No ha buscado información;2;NS/NC;45-64;;Tránsito;10;NS/NC;8;7;PIT del Aeropuerto T-2;Avión;10;5
19/06/2024;Hombre;España;Madrid;Residente;Residente;;2;;7;9;;Los había visto anteriormente;;7;8;8;8;7;8;7;8;8;Sí;7;8;7;;7;No ha buscado información;8;8;45-64;;Residente;8;7;7;8;PIT Palacio Real;Residente;8;8
19/06/2024;Mujer;España;Madrid;Con amigos;Residente;;5;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;8;8;8;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;8;NS/NC;15-24;;Residente;10;10;NS/NC;10;PIT de Atocha;Residente;10;8
19/06/2024;Mujer;España;Madrid;Residente;Residente;;8;;9;NS/NC;;Los había visto anteriormente;;10;10;10;10;9;8;10;9;10;Sí;7;10;8;;NS/NC;No ha buscado información;7;5;45-64;;Residente;10;9;9;10;PIT del Aeropuerto T-4;Residente;10;9
19/06/2024;Hombre;España;Albacete;Sólo;2 noches;;9;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;9;10;Sí;10;10;10;;10;No ha buscado información;10;10;25-44;;Negocios;10;10;10;10;Centro de Turismo de la Plaza Mayor;Tren;10;8
19/06/2024;Hombre;Costa Rica;;Grupo Organizado;3 noches;;10;;10;NS/NC;;Los ha encontrado en su recorrido;Fútbol;10;10;10;10;10;10;10;10;NS/NC;Sí;10;10;NS/NC;;10;No ha buscado información;10;NS/NC;45-64;;Ver un espectáculo en particular (Indicar cuál);10;NS/NC;10;10;Centro de Turismo de la Plaza Mayor;Avión;10;10
19/06/2024;Mujer;España;Madrid;Residente;Residente;;10;;NS/NC;NS/NC;;Los había visto anteriormente;;10;10;8;8;10;10;10;10;10;Sí;10;10;NS/NC;;NS/NC;No ha buscado información;8;10;+65;;Residente;10;NS/NC;10;10;Centro de Turismo de la Plaza Mayor;Residente;10;10
19/06/2024;Hombre;España;Madrid;Residente;Residente;;10;telemadrid, esmadrid, rrss;NS/NC;10;;Los había visto anteriormente;;;NS/NC;10;10;10;NS/NC;10;9;10;Sí;NS/NC;NS/NC;10;;NS/NC;Internet/web (Indicar páginas);1;10;25-44;;Residente;;10;NS/NC;10;PIT Cuesta de Moyano;Residente;NS/NC;10
19/06/2024;Hombre;Colombia;;Con amigos;3 noches;;9;esmadrid.com;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;9;9;10;9;Sí;10;10;NS/NC;;NS/NC;Guías turísticas publicadas sobre la ciudad;10;10;25-44;;Compras;10;NS/NC;7;10;PIT Palacio Real;Avión;10;10
19/06/2024;Hombre;Reino Unido;;Sólo;2 noches;;8;google;8;8;;Los ha encontrado en su recorrido;;8;8;8;8;8;8;8;9;8;Sí;8;8;9;;9;Internet/web (Indicar páginas);8;9;15-24;;Religión;8;9;9;8;PIT de CentroCentro;Avión;8;8
19/06/2024;Hombre;España;Barcelona;En pareja;3 noches;;7;;9;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;7;8;10;9;10;Sí;8;10;8;;10;No ha buscado información;8;5;25-44;;Ocio, recreo y vacaciones;10;9;9;10;PIT del Aeropuerto T-4;Avión;10;9
19/06/2024;Hombre;España;Madrid;Residente;Residente;;10;;10;9;;Los había visto anteriormente;;9;9;9;9;10;9;9;9;10;Sí;9;9;10;;10;No ha buscado información;9;10;45-64;;Ocio, recreo y vacaciones;9;10;9;9;PIT Cuesta de Moyano;Autobús;9;9
19/06/2024;Hombre;Canadá;;En pareja;3 noches;;10;blogs de viaje;7;10;;Los ha encontrado en su recorrido;;10;10;10;10;8;10;10;10;10;Sí;10;10;10;;10;Guías turísticas publicadas sobre la ciudad;10;NS/NC;25-44;;Ocio, recreo y vacaciones;10;NS/NC;10;10;PIT Palacio Real;Avión;10;10
19/06/2024;Mujer;España;Madrid;Residente;Residente;;2;;8;NS/NC;;Los había visto anteriormente;;8;9;9;9;8;8;8;8;8;Sí;9;9;9;;8;No ha buscado información;9;9;45-64;;Residente;8;8;9;9;PIT Palacio Real;Residente;9;9
19/06/2024;Hombre;Perú;;En pareja;De 4 a 7 noches;;2;;NS/NC;NS/NC;;Los ha encontrado en su recorrido;;9;10;10;10;3;8;6;9;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;2;10;25-44;;Ocio, recreo y vacaciones;10;10;NS/NC;8;PIT del Paseo del Prado;Avión;9;6
19/06/2024;Mujer;España;Barcelona;En pareja;De 4 a 7 noches;;2;;8;9;;Los había visto anteriormente;;9;8;10;9;9;9;9;8;8;Sí;9;9;8;;9;No ha buscado información;9;9;45-64;;Ocio, recreo y vacaciones;9;9;9;9;PIT Palacio Real;Tren;9;9
19/06/2024;Mujer;Canadá;;En pareja;3 noches;;7;redes sociales;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;5;10;7;9;10;Sí;NS/NC;NS/NC;10;;NS/NC;Guías turísticas publicadas sobre la ciudad;3;10;45-64;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT Palacio Real;Avión;10;8
19/06/2024;Mujer;España;Sevilla;Con amigos;De 4 a 7 noches;;2;;9;NS/NC;;Los había visto anteriormente;;9;8;9;8;8;9;9;9;8;Sí;9;9;8;;8;No ha buscado información;8;8;25-44;;Ocio, recreo y vacaciones;9;8;9;9;PIT Palacio Real;Tren;8;10
19/06/2024;Mujer;Argentina;;En pareja;Excursionista;;10;;8;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;NS/NC;;NS/NC;No ha buscado información;8;NS/NC;+65;;Tránsito;10;NS/NC;10;10;PIT del Aeropuerto T-2;Avión;10;10
19/06/2024;Hombre;España;Madrid;Residente;Residente;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;8;10;9;10;Sí;9;9;10;;10;No ha buscado información;7;NS/NC;45-64;;Residente;10;10;8;9;PIT Palacio Real;Residente;10;9
19/06/2024;Hombre;España;Madrid;Sólo;Residente;;10;;10;10;;Los había visto anteriormente;Recoger a un familiar;10;10;10;10;10;10;10;10;10;Sí;10;10;NS/NC;;NS/NC;No ha buscado información;8;10;45-64;;Otros (Indicar cuál);10;NS/NC;8;9;PIT del Aeropuerto T-2;Coche particular;10;9
19/06/2024;Mujer;Italia;;En familia;3 noches;;8;google;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;7;8;9;10;10;Sí;9;8;NS/NC;;10;Internet/web (Indicar páginas);7;3;45-64;;Ocio, recreo y vacaciones;10;NS/NC;10;10;PIT del Paseo del Prado;Avión;10;9
19/06/2024;Hombre;Chile;;En pareja;De 4 a 7 noches;;9;;9;7;;Los ha encontrado en su recorrido;;9;9;8;8;8;7;7;8;7;Sí;7;6;7;;7;No ha buscado información;7;8;45-64;;Ocio, recreo y vacaciones;8;7;7;7;PIT de CentroCentro;Avión;7;8
19/06/2024;Mujer;España;Madrid;En pareja;Residente;;6;;9;NS/NC;;Los había visto anteriormente;;10;10;10;10;7;10;10;10;8;Sí;9;10;NS/NC;;NS/NC;No ha buscado información;10;10;45-64;;Residente;10;NS/NC;9;8;PIT Cuesta de Moyano;Avión;10;10
19/06/2024;Mujer;España;Sevilla;En pareja;3 noches;;9;;9;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;9;10;10;10;Sí;9;9;9;;9;No ha buscado información;9;7;15-24;;Ocio, recreo y vacaciones;10;9;9;10;PIT del Aeropuerto T-4;Avión;10;10
19/06/2024;Mujer;Colombia;;Con amigos;3 noches;;2;instagram, tripadvisor;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;2;10;10;10;10;Sí;10;10;10;;NS/NC;Internet/web (Indicar páginas);7;10;25-44;;Ocio, recreo y vacaciones;10;10;10;10;Centro de Turismo de la Plaza Mayor;Avión;10;6
19/06/2024;Hombre;Estados Unidos;;En pareja;De 4 a 7 noches;;9;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;9;9;10;10;10;Sí;NS/NC;NS/NC;NS/NC;;10;Guías turísticas publicadas sobre la ciudad;7;10;+65;;Ocio, recreo y vacaciones;10;NS/NC;NS/NC;10;PIT del Paseo del Prado;Avión;10;NS/NC
19/06/2024;Mujer;Colombia;;En familia;De 4 a 7 noches;;5;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;8;10;9;10;Sí;5;8;10;;10;Teléfono;8;10;25-44;;Cultura;10;10;8;8;Centro de Turismo de la Plaza Mayor;Avión;10;8
19/06/2024;Hombre;España;Jaén;Sólo;De 4 a 7 noches;;5;;10;NS/NC;;Los había visto anteriormente;;10;10;10;10;5;10;10;10;10;Sí;5;10;10;;NS/NC;No ha buscado información;8;10;+65;;Cultura;10;10;5;10;Centro de Turismo de la Plaza Mayor;Coche particular;10;5
19/06/2024;Mujer;Colombia;;En pareja;De 1 a 2 semanas;;10;;9;10;;Los había visto anteriormente;;10;10;10;10;10;8;9;10;9;Sí;8;8;10;;10;Guías turísticas publicadas sobre la ciudad;6;9;45-64;;Familia;10;9;7;9;PIT Palacio Real;Avión;9;8
19/06/2024;Hombre;Italia;;En pareja;De 4 a 7 noches;;2;google;8;NS/NC;;Los ha encontrado en su recorrido;;8;8;8;9;8;8;8;9;8;Sí;8;8;9;;9;Internet/web (Indicar páginas);8;8;25-44;;Ocio, recreo y vacaciones;8;8;7;7;PIT Palacio Real;Avión;9;7
19/06/2024;Mujer;España;Asturias;En pareja;2 noches;;4;;NS/NC;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;4;9;9;8;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;1;10;45-64;;Ocio, recreo y vacaciones;10;10;NS/NC;9;PIT del Paseo del Prado;Coche particular;10;8
19/06/2024;Mujer;España;Málaga;Sólo;3 noches;;7;redes sociales;9;9;;Los había visto anteriormente;;9;9;9;9;7;9;9;NS/NC;9;Sí;9;9;NS/NC;;9;Internet/web (Indicar páginas);9;NS/NC;25-44;;Congresos, convenciones e incentivos;9;NS/NC;9;9;PIT Palacio Real;Tren;9;9
19/06/2024;Mujer;España;Barcelona;En pareja;3 noches;;5;recomendaciones amigos;10;8;;Los ha encontrado en su recorrido;visitar amigos;10;10;10;10;5;7;5;8;9;Sí;NS/NC;NS/NC;10;;10;Otros (Indicar);3;10;25-44;;Otros (Indicar cuál);10;10;NS/NC;9;PIT del Paseo del Prado;Tren;10;5
19/06/2024;Hombre;España;Madrid;Residente;Residente;;7;;10;10;;Los había visto anteriormente;;10;10;10;10;9;8;10;10;9;Sí;9;10;10;;10;No ha buscado información;8;10;+65;;Residente;10;10;9;9;PIT Palacio Real;Residente;10;10
19/06/2024;Mujer;Brasil;;Con amigos;3 noches;;2;google;9;NS/NC;;Los ha encontrado en su recorrido;;9;9;8;8;9;8;8;9;8;Sí;8;8;9;;9;Internet/web (Indicar páginas);8;9;45-64;;Ocio, recreo y vacaciones;8;9;9;9;PIT Palacio Real;Avión;8;9
19/06/2024;Mujer;España;Segovia;En pareja;2 noches;;7;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;7;7;8;10;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;6;10;+65;;Familia;10;10;NS/NC;9;PIT del Paseo del Prado;Tren;10;10
19/06/2024;Mujer;España;Madrid;Residente;Residente;;4;;10;NS/NC;;Los había visto anteriormente;esmadrid;10;10;10;10;4;9;10;9;4;Sí;NS/NC;NS/NC;10;;NS/NC;No ha buscado información;4;10;+65;;Otros (Indicar cuál);10;10;NS/NC;4;PIT Palacio Real;Residente;10;10
19/06/2024;Mujer;España;Asturias;En pareja;2 noches;;9;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;7;8;10;8;Sí;NS/NC;NS/NC;NS/NC;;10;Guías turísticas publicadas sobre la ciudad;5;NS/NC;+65;;Ocio, recreo y vacaciones;10;NS/NC;NS/NC;7;PIT del Paseo del Prado;Coche particular;10;5
19/06/2024;Mujer;México;;En familia;De 4 a 7 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;25-44;;Ocio, recreo y vacaciones;10;10;10;10;Centro de Turismo de la Plaza Mayor;Avión;10;10
19/06/2024;Hombre;España;Madrid;Residente;Residente;;5;;10;NS/NC;;Los había visto anteriormente;material;10;10;10;10;5;10;10;10;5;Sí;NS/NC;NS/NC;10;;NS/NC;No ha buscado información;5;10;+65;;Otros (Indicar cuál);10;10;NS/NC;5;PIT de CentroCentro;Residente;10;10
19/06/2024;Hombre;España;Madrid;Residente;Residente;;5;;10;NS/NC;;Los había visto anteriormente;;10;10;10;10;5;10;10;9;10;Sí;10;10;10;;NS/NC;No ha buscado información;8;10;+65;;Residente;10;10;4;10;Centro de Turismo de la Plaza Mayor;Residente;10;4
19/06/2024;Hombre;España;Madrid;En pareja;Residente;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;+65;;Ocio, recreo y vacaciones;10;10;10;10;Centro de Turismo de la Plaza Mayor;Residente;10;10
19/06/2024;Hombre;España;Madrid;Residente;Residente;;7;;10;NS/NC;;Los había visto anteriormente;;10;10;10;10;7;8;10;10;9;Sí;10;8;10;;NS/NC;No ha buscado información;6;10;+65;;Residente;10;10;10;9;PIT del Paseo del Prado;Residente;10;9
19/06/2024;Mujer;España;Madrid;Residente;Residente;;7;;7;7;;Los había visto anteriormente;;7;7;7;7;7;7;7;7;7;Sí;7;7;7;;7;No ha buscado información;7;7;45-64;;Residente;7;7;7;7;Centro de Turismo de la Plaza Mayor;Residente;7;7
19/06/2024;Hombre;España;Islas Baleares;En pareja;De 4 a 7 noches;;10;blogs;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;9;10;10;8;10;8;Sí;9;10;NS/NC;;NS/NC;Teléfono;8;10;15-24;;Ocio, recreo y vacaciones;10;1;9;10;PIT del Aeropuerto T-2;Avión;10;7
19/06/2024;Mujer;España;Madrid;Residente;Residente;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;45-64;;Residente;10;10;10;10;PIT Cuesta de Moyano;Residente;10;10
19/06/2024;Mujer;España;Burgos;En familia;2 noches;;7;;10;NS/NC;;Los ha encontrado en su recorrido;;9;9;10;10;9;9;10;10;10;Sí;9;9;NS/NC;;10;Guías turísticas publicadas sobre la ciudad;9;NS/NC;+65;;Ocio, recreo y vacaciones;9;NS/NC;10;10;PIT Palacio Real;Coche particular;9;9
19/06/2024;Hombre;España;Sevilla;En pareja;3 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;5;10;10;;10;No ha buscado información;10;10;+65;;Ocio, recreo y vacaciones;10;10;10;10;Centro de Turismo de la Plaza Mayor;Tren;10;10
19/06/2024;Hombre;España;Barcelona;En pareja;2 noches;;5;esmadrid.com, blogs;7;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;7;10;10;8;10;Sí;8;10;10;;10;Internet/web (Indicar páginas);8;7;45-64;;Cultura;10;10;6;10;Centro de Turismo de la Plaza Mayor;Tren;10;5
19/06/2024;Mujer;España;Vizcaya;En pareja;2 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;8;10;10;;10;No ha buscado información;10;10;45-64;;Ocio, recreo y vacaciones;10;10;10;10;Centro de Turismo de la Plaza Mayor;Coche particular;10;10
20/06/2024;Hombre;Colombia;;Sólo;De 4 a 7 noches;;8;;9;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;8;8;8;8;8;Sí;7;9;8;;7;No ha buscado información;7;9;45-64;;Ocio, recreo y vacaciones;10;8;7;9;PIT del Aeropuerto T-4;Avión;10;9
20/06/2024;Hombre;Argentina;;En pareja;De 4 a 7 noches;;8;;9;NS/NC;;Los había visto anteriormente;;9;10;10;10;9;8;9;9;NS/NC;Sí;8;9;9;;10;Guías turísticas publicadas sobre la ciudad;7;9;45-64;;Compras;10;9;7;8;PIT del Aeropuerto T-4;Avión;10;9
20/06/2024;Hombre;España;Valencia;En pareja;3 noches;;7;;8;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;8;8;9;9;9;Sí;7;9;10;;10;Guías turísticas publicadas sobre la ciudad;7;10;25-44;;Gastronomía;10;10;8;9;PIT del Aeropuerto T-4;Avión;10;8
20/06/2024;Hombre;Países Bajos;;Con amigos;De 4 a 7 noches;;10;booking;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;NS/NC;10;10;10;Sí;10;NS/NC;10;;10;Internet/web (Indicar páginas);NS/NC;10;15-24;;Cultura;10;10;NS/NC;10;Centro de Turismo de la Plaza Mayor;Avión;10;10
20/06/2024;Hombre;España;Sevilla;Sólo;3 noches;;6;;NS/NC;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;8;8;10;8;9;Sí;7;9;7;;8;Guías turísticas publicadas sobre la ciudad;7;10;45-64;;Ocio, recreo y vacaciones;10;7;7;9;PIT del Aeropuerto T-4;Avión;10;8
20/06/2024;Mujer;España;Madrid;Residente;Residente;;8;;8;NS/NC;;Los había visto anteriormente;;10;10;10;9;8;8;9;8;8;Sí;8;9;NS/NC;;10;No ha buscado información;7;NS/NC;45-64;;Residente;10;NS/NC;8;9;PIT de Atocha;Avión;10;9
20/06/2024;Hombre;España;Alicante;En familia;De 4 a 7 noches;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;45-64;;Ocio, recreo y vacaciones;10;10;10;10;Centro de Turismo de la Plaza Mayor;Tren;10;10
20/06/2024;Hombre;Reino Unido;;En familia;De 4 a 7 noches;;10;esmadrid, turespaña;10;NS/NC;;Tenía información previa de su ubicación;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Guías turísticas publicadas sobre la ciudad;9;10;+65;internet;Ocio, recreo y vacaciones;10;10;10;10;PIT Palacio Real;Avión;10;10
20/06/2024;Mujer;Francia;;En familia;De 4 a 7 noches;;9;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;9;10;Sí;10;10;NS/NC;;10;Guías turísticas publicadas sobre la ciudad;9;1;+65;;Cultura;10;NS/NC;10;10;PIT Palacio Real;Avión;10;8
20/06/2024;Hombre;España;Madrid;Residente;Residente;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;+65;;Residente;10;10;10;10;Centro de Turismo de la Plaza Mayor;Residente;10;10
20/06/2024;Mujer;España;Madrid;Residente;Residente;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;45-64;;Residente;10;10;10;10;Centro de Turismo de la Plaza Mayor;Residente;10;10
20/06/2024;Mujer;España;Guipúzcoa;En pareja;2 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;25-44;;Ocio, recreo y vacaciones;10;10;10;10;Centro de Turismo de la Plaza Mayor;Coche particular;10;10
20/06/2024;Mujer;Francia;;En pareja;2 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Guías turísticas publicadas sobre la ciudad;10;10;25-44;;Cultura;10;10;10;10;Centro de Turismo de la Plaza Mayor;Avión;10;10
